start_ip,end_ip,port,action,is_redundant
5263,5380,4443,ALLOW,1
34654,34724,2379,DENY,0
51104,51449,5000,DENY,0
18368,18736,1433,DENY,1
39683,39725,25,ALLOW,0
24872,24934,3306,DENY,1
36462,36574,25,DENY,1
9887,9975,8443,DENY,0
52993,53002,21,ALLOW,0
33769,33790,5000,ALLOW,0
11691,11856,21,DENY,1
45170,45297,5000,ALLOW,1
14245,14285,4443,DENY,0
25830,25848,1433,DENY,1
29710,29839,22,DENY,1
42850,42927,3389,ALLOW,0
37879,37895,5432,DENY,0
3106,3305,53,ALLOW,0
10836,11047,25,DENY,0
30374,30445,3389,ALLOW,0
12196,12230,3389,ALLOW,0
8233,8470,3389,DENY,0
24970,25077,5000,ALLOW,0
20109,20284,3306,ALLOW,1
22541,22989,1433,ALLOW,0
47368,47406,8000,DENY,1
25831,25859,1433,DENY,1
23832,23913,8888,ALLOW,0
29471,29535,3389,ALLOW,0
52758,52826,8080,DENY,1
20286,20603,3389,ALLOW,0
45816,45817,80,ALLOW,0
2433,2507,25,ALLOW,1
33388,33565,27017,DENY,0
36828,36901,10250,ALLOW,0
14689,15015,110,DENY,1
26407,26553,10250,ALLOW,0
20724,20816,2379,DENY,1
41558,41879,9200,DENY,1
14274,14454,25,DENY,0
33484,33638,8443,ALLOW,1
17856,18098,2222,DENY,1
14206,14377,6443,ALLOW,0
406,446,5000,ALLOW,1
39789,39934,21,DENY,1
3033,3282,27017,DENY,1
11136,11503,2379,ALLOW,1
15261,15344,1433,DENY,1
13094,13496,2379,DENY,1
39064,39636,8000,DENY,1
48112,48188,2379,ALLOW,0
11192,11334,8888,ALLOW,0
548,713,2379,DENY,1
54407,54459,3389,ALLOW,0
43252,43285,9000,DENY,1
11345,11489,8080,ALLOW,0
17350,17489,6379,DENY,0
42469,42686,8080,ALLOW,1
49735,49815,9200,DENY,0
7371,7415,9200,ALLOW,0
43629,43760,80,DENY,0
54607,54723,8080,ALLOW,1
38457,38656,8000,ALLOW,1
26758,26802,10250,ALLOW,0
29938,29994,110,ALLOW,0
35426,36049,22,ALLOW,1
47733,47826,3389,ALLOW,0
26322,26357,2222,DENY,0
15820,15883,110,ALLOW,1
56309,56322,53,ALLOW,0
36281,36420,1433,ALLOW,0
57110,57239,21,ALLOW,1
9738,9771,443,DENY,0
4366,4371,80,DENY,0
18252,18300,22,ALLOW,0
46672,46781,2222,ALLOW,0
41672,41787,4443,ALLOW,0
31943,32082,3389,DENY,1
18949,19176,2222,DENY,1
2719,2820,2222,ALLOW,1
48340,48547,9000,DENY,1
8898,9381,8000,ALLOW,0
27234,27245,4443,ALLOW,1
3232,3325,27017,DENY,1
59383,59609,22,DENY,1
43645,43748,21,DENY,0
10903,11121,443,DENY,1
25496,25515,53,DENY,0
56964,57072,8443,DENY,1
10075,10225,9000,ALLOW,1
35242,35404,8000,ALLOW,1
36817,36900,4443,ALLOW,1
37861,38359,8443,ALLOW,0
49046,49143,53,ALLOW,1
19986,20030,1433,ALLOW,0
54634,54899,4443,ALLOW,0
25714,25761,5432,DENY,1
46582,46633,443,DENY,1
54400,54532,8000,DENY,1
1097,1160,8443,ALLOW,1
28672,28996,53,DENY,1
8575,8684,80,DENY,1
21681,21887,21,DENY,1
50677,50701,5432,DENY,0
35155,35344,9000,DENY,1
25924,26006,9200,ALLOW,1
42914,43376,6443,DENY,0
51025,51475,5000,DENY,0
21850,21972,3389,ALLOW,1
18941,18996,3389,ALLOW,1
56303,56433,5432,ALLOW,0
47764,48262,6379,ALLOW,0
54709,54938,22,ALLOW,0
46373,46569,53,DENY,0
11358,11481,9000,DENY,0
24269,24307,8888,ALLOW,0
19778,19922,6379,ALLOW,0
22179,22228,8888,DENY,0
38688,38725,9000,DENY,0
18272,18764,1433,ALLOW,0
53866,54064,2379,DENY,1
12875,13063,5432,DENY,1
44661,44718,10250,DENY,0
48923,49042,27017,DENY,1
20721,20792,2379,DENY,1
39965,40026,8443,ALLOW,0
4177,4204,2222,ALLOW,0
58538,58755,5432,ALLOW,1
38816,38872,8080,ALLOW,0
51788,51903,8080,DENY,0
39522,39969,3389,ALLOW,0
32886,33509,5432,ALLOW,1
12676,13161,8888,DENY,0
30051,30209,10250,ALLOW,1
5482,5499,53,ALLOW,1
3854,4171,21,ALLOW,1
19079,19224,9200,DENY,0
32002,32191,8443,DENY,1
43130,43175,22,DENY,0
15654,15778,8443,ALLOW,1
6241,6329,6443,ALLOW,0
31622,31637,6379,ALLOW,1
50671,50838,27017,DENY,1
50494,50696,110,ALLOW,0
53765,53849,27017,DENY,0
10746,10899,9000,ALLOW,1
58508,58574,8888,DENY,0
30948,30976,3306,ALLOW,0
2176,2225,21,ALLOW,0
58080,58102,1433,ALLOW,0
6529,6842,3389,DENY,1
4412,4476,443,DENY,0
24615,24953,6379,DENY,0
15047,15079,4443,DENY,0
23417,23518,80,ALLOW,0
34878,35206,3306,ALLOW,0
35145,35162,9200,ALLOW,0
42152,42477,6379,DENY,1
56043,56076,2379,ALLOW,0
60719,60724,8443,DENY,0
25532,25707,6379,ALLOW,0
40460,40550,25,ALLOW,0
19054,19628,8888,ALLOW,1
9655,9817,27017,DENY,1
33461,33522,3306,DENY,0
7583,7714,27017,DENY,0
4877,4984,3306,DENY,0
17376,17738,80,ALLOW,0
35026,35131,10250,DENY,1
44980,45095,3389,DENY,1
25343,25520,110,DENY,1
2712,2812,2222,ALLOW,1
19296,19384,2379,DENY,0
44222,44340,110,ALLOW,1
43983,44012,4443,ALLOW,0
59884,60063,8080,DENY,0
2714,2828,2222,ALLOW,1
26045,26536,8888,ALLOW,0
41008,41032,443,DENY,0
56583,56694,22,ALLOW,0
8229,8407,9000,ALLOW,0
33497,33852,8000,DENY,1
9188,9264,8080,DENY,1
3551,3965,8888,ALLOW,0
8316,8550,2222,DENY,1
48339,48458,80,DENY,1
3427,3629,110,ALLOW,0
54368,54682,1433,ALLOW,1
2971,3337,2222,ALLOW,0
35244,35644,27017,ALLOW,0
40074,40162,8000,ALLOW,0
27313,27563,443,ALLOW,1
8194,8222,443,DENY,0
26844,26964,8080,DENY,1
56833,56870,22,ALLOW,1
5487,5529,53,ALLOW,0
28794,29209,8443,ALLOW,0
29583,29717,4443,DENY,0
35783,35825,3306,ALLOW,1
19523,19713,5000,ALLOW,1
23418,23884,9000,ALLOW,1
33881,33892,25,ALLOW,0
39521,39565,6443,ALLOW,0
54736,54841,22,ALLOW,1
49390,49429,80,DENY,0
11946,11965,22,DENY,1
7158,7387,22,ALLOW,0
46023,46058,53,DENY,1
37505,37591,443,ALLOW,0
14239,14894,4443,DENY,1
9638,10212,8000,ALLOW,0
13957,14282,6379,DENY,1
39156,39275,25,ALLOW,1
13896,14285,6379,ALLOW,0
27490,27491,4443,DENY,0
55442,55641,4443,ALLOW,0
25470,25604,8000,ALLOW,0
3985,4118,22,DENY,0
20461,20727,6443,DENY,1
20564,20656,8080,ALLOW,1
33849,34040,80,ALLOW,1
12641,13084,2379,ALLOW,0
7791,8318,2379,DENY,1
12390,12428,27017,DENY,0
10426,10455,25,ALLOW,0
50872,50921,5432,ALLOW,1
49497,49512,3389,DENY,0
43261,43265,9000,DENY,1
43585,43670,8080,DENY,1
46330,46599,6443,ALLOW,1
17711,17765,8080,ALLOW,0
15210,15242,53,DENY,0
8396,8826,2222,ALLOW,0
21931,22017,21,DENY,0
41875,41896,22,ALLOW,1
30656,30787,21,ALLOW,0
26450,26650,8888,ALLOW,1
28338,28435,1433,ALLOW,0
30073,30134,6443,DENY,1
36777,36996,8000,DENY,1
1343,1351,4443,DENY,0
44840,44905,27017,ALLOW,1
54668,54829,1433,DENY,0
5786,5814,25,ALLOW,0
35989,36041,53,ALLOW,1
17780,17785,8000,ALLOW,0
24520,25022,8443,ALLOW,0
5805,6026,8888,ALLOW,1
11289,11563,3306,DENY,1
56801,56881,22,DENY,0
20929,21104,4443,DENY,1
35949,36004,53,DENY,0
20853,20986,21,DENY,1
21259,21421,22,ALLOW,0
5305,5707,110,ALLOW,1
744,1185,8443,DENY,0
46124,46310,9000,ALLOW,1
3438,3844,80,ALLOW,0
22929,22983,21,ALLOW,0
57889,57997,3389,DENY,1
12609,12646,2222,ALLOW,0
1886,2165,8000,DENY,1
51308,51410,10250,DENY,0
9955,10381,25,ALLOW,0
39749,39756,21,DENY,0
37108,37378,5432,ALLOW,1
4442,4632,9000,ALLOW,1
1128,1516,80,DENY,0
58442,58542,53,ALLOW,0
18567,19012,5000,DENY,0
32674,32675,9200,ALLOW,0
10337,10343,80,DENY,1
58402,58430,3306,DENY,0
55603,55644,8000,DENY,1
53004,53018,3306,DENY,1
50796,50954,443,ALLOW,1
47634,47657,9200,DENY,0
10114,10473,4443,DENY,1
34544,34598,9000,DENY,1
43553,44277,443,ALLOW,0
22435,22537,10250,DENY,0
45053,45120,1433,DENY,0
32319,32627,3389,ALLOW,1
10639,10697,25,ALLOW,0
21853,22135,8000,ALLOW,0
14825,14937,2379,DENY,0
38982,39034,9000,DENY,0
28089,28144,53,DENY,1
13695,13754,443,DENY,0
2391,2429,8443,DENY,0
29337,29416,10250,DENY,0
56706,56734,80,DENY,1
41110,41134,9000,ALLOW,0
29653,29770,6379,DENY,1
53991,53997,9000,ALLOW,0
7851,8022,443,ALLOW,0
2295,2710,1433,ALLOW,0
43548,43721,8080,DENY,1
3220,3290,2379,ALLOW,0
1009,1190,27017,ALLOW,0
2517,2946,10250,ALLOW,0
32774,33019,1433,DENY,1
40487,40560,10250,DENY,0
59768,60235,4443,DENY,0
27310,27602,21,DENY,0
46080,46213,8000,DENY,0
13047,13376,10250,DENY,1
50763,51152,110,ALLOW,0
31198,31236,8000,DENY,1
23173,23641,8888,ALLOW,0
31933,32080,3389,DENY,1
59131,59333,5000,DENY,1
35395,35574,3389,ALLOW,0
50687,50715,21,DENY,0
751,827,443,ALLOW,1
35446,35972,8080,ALLOW,0
16873,16936,25,ALLOW,0
5669,5691,5000,ALLOW,0
32985,33130,8000,DENY,0
41941,42015,8080,DENY,1
42383,42578,3306,DENY,0
25974,26071,4443,ALLOW,0
54981,55008,53,DENY,0
19304,19369,9000,ALLOW,0
38045,38232,1433,DENY,0
52565,52812,6443,DENY,0
21090,21461,8888,ALLOW,0
27862,28279,5000,DENY,0
41744,41819,3306,ALLOW,1
38855,39086,5432,ALLOW,0
24912,25305,9200,ALLOW,0
30048,30205,10250,ALLOW,1
42554,42663,5432,DENY,1
17084,17172,3306,DENY,1
57173,57264,21,ALLOW,1
8521,8718,80,ALLOW,0
6940,7047,4443,ALLOW,1
20164,20260,6443,ALLOW,0
25106,25189,21,DENY,1
37865,37883,1433,DENY,1
46273,46305,2379,ALLOW,0
7146,7239,8443,ALLOW,1
56916,57170,5000,DENY,1
39355,39741,2222,DENY,0
1887,1977,6379,DENY,1
12562,12686,110,ALLOW,1
24855,25129,9200,DENY,0
30747,31036,1433,ALLOW,1
8542,8590,3389,DENY,1
1274,1420,80,ALLOW,0
52126,52127,6379,DENY,0
46584,46615,110,ALLOW,0
28158,28245,25,DENY,0
4370,4677,6379,ALLOW,1
7174,7182,8000,DENY,0
7963,8081,4443,DENY,1
26691,27081,1433,DENY,0
13614,14314,8888,DENY,1
59270,59535,53,DENY,1
25175,25340,25,ALLOW,1
30613,30758,6443,ALLOW,1
52571,52688,53,ALLOW,0
20163,20248,21,ALLOW,0
48118,48282,2379,DENY,1
2026,2372,10250,ALLOW,1
33976,34010,27017,ALLOW,1
11356,11498,8443,ALLOW,0
6560,6619,5432,ALLOW,0
45889,46069,5000,ALLOW,1
6943,6970,80,ALLOW,0
20637,20690,8443,DENY,0
45172,45284,5000,ALLOW,1
13889,14053,27017,DENY,1
40175,40218,110,ALLOW,0
18991,19089,5000,ALLOW,0
35451,35654,80,DENY,1
23381,23966,9000,ALLOW,0
41229,41951,27017,ALLOW,0
21683,21828,5000,ALLOW,0
3464,3597,5000,DENY,0
22264,22649,27017,ALLOW,1
6824,6955,8888,DENY,0
5680,5765,6443,DENY,1
10600,10621,25,ALLOW,0
25314,25338,3389,ALLOW,0
50508,50703,3389,DENY,0
28596,28747,3389,DENY,1
36133,36301,8443,ALLOW,1
45818,45908,2222,DENY,1
20203,20245,5432,DENY,1
15765,15772,8080,ALLOW,0
21930,22089,9000,ALLOW,1
57792,57873,53,ALLOW,0
56849,56971,53,ALLOW,1
45428,45452,9200,DENY,0
5091,5179,8000,ALLOW,1
15552,15581,25,DENY,0
34467,34491,80,DENY,0
56056,56251,27017,DENY,1
13055,13251,8080,DENY,1
5550,5595,27017,ALLOW,1
40260,40572,22,ALLOW,1
39605,39653,5432,DENY,1
37652,37711,27017,DENY,0
58394,58418,9200,DENY,0
16050,16060,3306,ALLOW,0
27517,27665,8000,ALLOW,0
43886,43966,53,ALLOW,0
54024,54378,25,ALLOW,0
37755,37967,2379,DENY,0
29498,30152,8000,ALLOW,1
37268,37662,443,ALLOW,0
57253,57317,22,DENY,0
22190,22725,27017,ALLOW,0
14630,14973,8443,ALLOW,0
30461,30479,8000,DENY,0
24313,24398,1433,ALLOW,0
5707,5770,9200,ALLOW,0
17311,17435,25,DENY,0
33332,33508,9200,DENY,0
24977,25112,8080,DENY,0
57576,57601,4443,DENY,1
35826,36434,3306,DENY,1
53259,53377,8888,ALLOW,1
5564,5575,8888,ALLOW,0
35136,35551,25,DENY,0
52912,53027,22,ALLOW,1
37094,37475,5432,DENY,0
38047,38478,9000,DENY,1
56440,56556,8888,DENY,0
13799,13858,21,DENY,0
30296,30351,22,ALLOW,1
62129,62170,8888,DENY,0
31162,31200,3389,DENY,0
35425,35591,10250,ALLOW,0
38658,38822,9200,ALLOW,1
44597,44736,2222,ALLOW,0
1290,1465,80,ALLOW,1
23368,23404,8080,DENY,0
34514,34598,9000,ALLOW,0
30246,30287,10250,ALLOW,1
51669,51931,9000,DENY,0
41657,42288,6443,DENY,1
49554,49699,25,DENY,1
49468,49571,8080,DENY,0
17927,18288,3306,ALLOW,1
25648,25756,2379,DENY,0
45164,45214,9200,DENY,0
16338,16417,5000,ALLOW,0
28356,28749,27017,DENY,1
35219,35241,3306,ALLOW,0
29531,29986,80,ALLOW,0
32683,32737,110,DENY,0
47179,47224,21,ALLOW,0
5723,5867,8443,ALLOW,1
33669,33720,8443,ALLOW,0
64064,64115,3306,DENY,0
37752,37763,25,ALLOW,1
16209,16684,10250,ALLOW,1
57211,57266,110,ALLOW,0
32251,32314,8443,DENY,0
13629,14294,8888,ALLOW,1
20056,20541,3306,ALLOW,0
18735,18802,110,ALLOW,0
9079,9585,27017,DENY,0
3021,3295,27017,ALLOW,0
56706,56923,2222,DENY,1
26187,26284,22,ALLOW,0
30052,30095,8888,DENY,0
13826,13937,6379,ALLOW,0
5563,5603,3306,ALLOW,0
44465,44607,443,DENY,0
53062,53226,443,ALLOW,0
36651,36688,25,ALLOW,0
563,997,8443,DENY,1
37012,37330,80,ALLOW,0
4338,4597,2379,DENY,0
42303,42757,6443,ALLOW,0
53156,53340,5432,ALLOW,0
29730,29766,2379,ALLOW,0
53224,53367,25,DENY,1
15904,16371,443,ALLOW,0
9861,9902,8443,DENY,0
6753,6905,53,DENY,1
28382,28719,27017,ALLOW,1
29430,29898,27017,ALLOW,0
23970,24247,3306,ALLOW,1
4703,5015,3306,ALLOW,0
18785,18829,443,DENY,0
33683,33692,27017,DENY,1
7554,7901,9200,ALLOW,1
38877,39329,8888,DENY,0
46529,46664,8080,DENY,1
48407,48539,8443,ALLOW,1
4981,5159,443,ALLOW,0
17828,17898,6443,DENY,0
18833,18923,8443,DENY,0
9643,9652,1433,ALLOW,0
54276,54324,1433,DENY,0
19921,19951,3306,ALLOW,0
17968,18045,27017,DENY,0
19251,19308,8888,ALLOW,0
29899,30218,10250,ALLOW,0
20744,20840,53,DENY,0
42814,42970,10250,DENY,0
26895,27249,3306,DENY,1
16839,16849,9000,DENY,0
8693,8868,6379,DENY,1
17607,17646,80,DENY,1
15995,16078,8443,DENY,0
2754,3103,5000,ALLOW,0
25093,25397,22,DENY,1
40830,41285,10250,ALLOW,0
507,532,8888,ALLOW,1
44103,44502,3306,DENY,0
16715,16990,6443,ALLOW,1
22240,22899,110,ALLOW,1
16238,16406,25,DENY,0
6038,6129,8443,ALLOW,0
39101,39622,8000,ALLOW,1
40608,40613,8080,ALLOW,0
38667,38803,22,ALLOW,1
29786,29939,27017,ALLOW,1
6976,7019,443,DENY,0
57258,57306,22,ALLOW,1
19399,19814,22,ALLOW,0
53951,54045,2222,ALLOW,1
36848,37060,6379,ALLOW,0
39498,39562,27017,ALLOW,0
10628,10715,8080,ALLOW,0
50409,50580,2379,ALLOW,0
57126,57236,3389,ALLOW,1
54703,55190,25,ALLOW,0
19763,20006,8443,ALLOW,0
48019,48128,80,DENY,0
1042,1528,5000,ALLOW,0
57194,57254,5432,ALLOW,1
6074,6113,22,DENY,0
12905,13059,2379,ALLOW,1
48118,48314,3389,DENY,0
8228,8414,5432,DENY,0
23520,24135,8080,ALLOW,0
48726,48882,8888,ALLOW,1
1341,1383,8888,ALLOW,1
20993,21132,2379,DENY,0
3581,3943,8888,DENY,1
9011,9274,8000,ALLOW,1
43734,43932,6443,ALLOW,0
43372,43716,443,ALLOW,0
38665,38830,9200,ALLOW,1
39616,39638,3389,ALLOW,0
47317,48018,443,ALLOW,0
40842,40970,22,ALLOW,0
56889,57287,5000,ALLOW,0
43800,43878,9200,ALLOW,0
8816,9053,2222,ALLOW,0
32812,33577,5432,ALLOW,0
47423,47556,8443,ALLOW,1
19068,19097,9200,ALLOW,0
43633,43780,2379,ALLOW,0
5551,5600,6443,DENY,0
41108,41231,110,DENY,1
10143,10225,1433,ALLOW,0
59103,59206,53,DENY,0
33170,33220,25,DENY,0
24939,25028,80,DENY,0
25552,25672,5000,DENY,0
7918,8138,4443,ALLOW,0
26377,26667,5432,DENY,1
10025,10097,80,ALLOW,0
50356,50643,5000,DENY,0
39627,39874,3389,DENY,1
24484,24660,8888,ALLOW,1
28087,28133,8080,DENY,0
45111,45139,6379,DENY,1
34200,34273,9200,DENY,0
25516,25774,6379,ALLOW,0
7912,7997,8080,ALLOW,1
31087,31274,9000,ALLOW,0
48137,48263,5432,ALLOW,1
20403,20675,5432,DENY,1
57707,58049,1433,ALLOW,0
55952,56088,9000,DENY,1
36875,36927,27017,DENY,0
40720,40746,9200,DENY,0
51998,52054,443,DENY,0
23027,23116,2379,DENY,0
50276,50434,4443,DENY,1
57840,57943,110,DENY,1
12038,12120,2379,DENY,0
699,775,3306,ALLOW,0
47284,47579,3389,DENY,0
24935,25272,9000,ALLOW,0
25971,26245,443,ALLOW,1
22280,22466,8080,DENY,0
48297,48317,8080,ALLOW,1
6115,6425,8443,ALLOW,0
4603,4762,8000,DENY,1
9283,9407,80,ALLOW,0
27596,27837,6379,DENY,0
40460,40577,443,ALLOW,0
7910,7971,8000,ALLOW,0
48149,48339,9000,DENY,1
3950,4297,21,ALLOW,1
55738,55853,8080,DENY,1
12294,12540,2379,ALLOW,0
49415,49483,3306,DENY,1
25187,25499,110,DENY,1
50011,50116,8888,ALLOW,0
30936,30984,6379,DENY,0
22310,22434,110,DENY,0
30390,30857,1433,DENY,0
7626,7759,8080,DENY,1
35985,36082,1433,DENY,0
11262,11315,2222,ALLOW,0
29437,30214,8000,ALLOW,0
12116,12416,4443,DENY,1
19153,19226,21,DENY,0
17414,17551,6379,DENY,1
3904,4337,21,ALLOW,0
46178,46218,6379,DENY,1
36615,36769,1433,DENY,1
43349,43350,27017,DENY,1
3026,3457,25,ALLOW,1
55449,55546,9000,ALLOW,1
20419,20647,110,DENY,1
42856,43217,22,DENY,0
21436,21563,5432,ALLOW,1
41726,42290,80,DENY,1
30572,30937,443,ALLOW,0
34616,34745,6443,DENY,1
31182,31226,6379,DENY,0
54713,54789,25,DENY,1
57876,58036,3389,ALLOW,0
48954,49017,5000,ALLOW,0
46509,46634,80,ALLOW,1
36338,36951,2222,ALLOW,0
49399,49470,3306,DENY,1
4620,4694,443,ALLOW,0
20784,21064,2379,ALLOW,0
42444,42562,25,ALLOW,0
34683,34743,9000,DENY,1
36839,37152,10250,DENY,1
38143,38388,9200,ALLOW,1
580,1039,5000,DENY,0
12839,13093,5432,ALLOW,0
19682,19843,8888,DENY,1
31994,32691,6443,DENY,1
9087,9276,4443,ALLOW,0
509,515,80,ALLOW,0
36672,36750,443,DENY,0
52110,52141,2379,ALLOW,1
49114,49132,10250,ALLOW,0
42348,42830,27017,ALLOW,0
14356,14787,2379,DENY,0
39733,39900,110,DENY,1
17047,17615,80,ALLOW,1
18969,19004,3389,DENY,0
25925,25971,6379,DENY,0
64564,64618,6379,DENY,0
49526,50136,21,DENY,1
57008,57072,8443,DENY,1
1049,1361,9000,DENY,1
59443,59840,10250,ALLOW,0
59161,59199,3306,DENY,0
29118,29239,1433,DENY,1
32496,32583,80,DENY,1
42973,43177,21,ALLOW,1
21408,21630,5000,ALLOW,0
5302,5957,2222,ALLOW,0
55140,55296,8080,ALLOW,0
6509,6676,2379,DENY,0
12427,12915,3306,ALLOW,1
57978,58077,3306,ALLOW,0
42512,42850,9000,ALLOW,0
7748,7790,9000,DENY,1
57272,57597,8080,DENY,0
33364,33900,21,ALLOW,0
32897,32925,22,ALLOW,0
39238,39278,2222,DENY,0
21535,22217,2379,ALLOW,1
12421,12638,8080,DENY,1
3036,3124,1433,ALLOW,0
22729,22975,4443,DENY,0
54551,54717,8080,DENY,1
20535,20567,3306,ALLOW,0
4923,5028,6443,ALLOW,0
50019,50176,2222,DENY,1
11975,12084,6443,ALLOW,0
25595,25737,8000,DENY,1
28285,28405,4443,ALLOW,0
7241,7276,2379,ALLOW,1
5086,5190,8000,ALLOW,1
15844,15893,110,ALLOW,1
36750,36758,8888,DENY,0
44363,44667,9000,ALLOW,0
13858,13890,21,DENY,0
45430,45490,8888,ALLOW,0
41715,41991,6443,ALLOW,1
20654,20983,5432,ALLOW,0
46086,46124,80,ALLOW,0
917,1471,6379,DENY,1
13817,13889,8443,ALLOW,0
24484,24540,9200,DENY,0
16431,16464,3306,ALLOW,0
4999,5162,8080,ALLOW,0
44188,44372,110,DENY,0
56544,56658,6379,DENY,1
489,773,10250,DENY,1
54966,55296,2379,ALLOW,0
42441,42737,8080,DENY,0
13013,13179,22,DENY,1
37771,37856,22,DENY,0
548,633,27017,ALLOW,0
5250,5257,10250,ALLOW,0
57228,57340,9200,ALLOW,1
23621,23653,2379,ALLOW,0
7855,7910,8443,DENY,0
47601,47720,110,ALLOW,1
6255,6291,10250,DENY,0
23990,24063,25,DENY,0
12742,13131,25,ALLOW,1
58760,59014,6443,ALLOW,0
44477,44805,21,ALLOW,1
6947,7086,80,ALLOW,1
26121,26159,110,ALLOW,0
25508,25622,8000,ALLOW,1
12152,12818,2379,ALLOW,0
57578,57684,4443,DENY,1
8869,9525,2222,DENY,1
51465,51605,21,DENY,1
34076,34250,53,ALLOW,0
36760,37000,2379,DENY,1
42400,42805,27017,DENY,1
26240,26722,21,DENY,0
38249,38287,80,DENY,0
54746,55113,25,DENY,1
47775,47778,4443,ALLOW,0
8385,8817,8443,ALLOW,1
20695,20982,5432,DENY,1
8763,8804,53,DENY,1
55494,55541,2222,ALLOW,0
11644,11802,22,ALLOW,1
29124,29318,22,DENY,1
994,1475,9000,ALLOW,0
12124,12289,5432,ALLOW,0
28526,28713,3389,ALLOW,0
42160,42257,5000,ALLOW,0
8839,8941,110,DENY,0
37473,37686,3306,ALLOW,0
281,1078,4443,ALLOW,0
18330,18618,25,DENY,0
51246,51442,9200,DENY,0
53374,53622,53,DENY,1
34614,35058,3306,DENY,0
24285,24388,8888,ALLOW,0
38849,38901,6443,ALLOW,0
17242,17262,10250,DENY,0
33257,33881,8443,ALLOW,1
17446,17654,22,DENY,1
23610,23880,8080,ALLOW,1
41871,41907,22,ALLOW,1
36853,37051,8000,DENY,0
28682,28694,3306,ALLOW,0
9906,9928,21,DENY,0
40382,40580,22,ALLOW,1
13390,13413,10250,ALLOW,0
35760,35846,3306,DENY,0
39431,39733,1433,ALLOW,0
46340,46369,2379,ALLOW,0
37532,37594,8888,DENY,1
13197,13279,2379,ALLOW,0
11545,11596,3306,DENY,1
37632,37644,2379,ALLOW,0
47980,48124,4443,DENY,1
39475,39624,8888,ALLOW,1
42700,42775,4443,DENY,1
17668,17806,1433,DENY,1
20244,20836,443,ALLOW,1
34379,34701,2222,ALLOW,0
44461,44618,9000,DENY,1
50323,50381,3306,DENY,1
38694,38940,5432,DENY,1
3522,3530,5000,DENY,0
32173,32327,80,DENY,0
37166,37227,443,ALLOW,1
12677,12770,6379,DENY,0
22176,22604,80,ALLOW,0
51825,51908,8000,DENY,1
30087,30539,53,ALLOW,0
10254,10292,8000,ALLOW,1
34121,34473,6379,DENY,1
29802,29868,10250,DENY,0
12635,12857,8080,DENY,0
44838,45184,22,DENY,1
30732,30857,2379,ALLOW,0
48806,48839,6443,DENY,0
18111,18122,5000,DENY,0
29734,29772,3389,DENY,1
56518,56571,8888,DENY,1
50499,50926,6379,ALLOW,0
5792,6038,8888,DENY,1
54860,55011,8443,DENY,1
27839,27867,9200,DENY,1
24668,24792,8443,ALLOW,0
58213,58266,8000,DENY,1
8378,8589,25,ALLOW,1
28994,29249,8888,ALLOW,1
25083,25122,25,DENY,0
44272,44298,10250,DENY,0
44290,44616,8443,ALLOW,0
32323,32358,4443,ALLOW,0
49155,49655,53,DENY,0
6182,6236,8080,DENY,1
17915,17957,6443,DENY,0
36633,36681,2222,DENY,0
50269,50474,4443,ALLOW,0
17046,17056,9000,ALLOW,0
49489,49762,6443,ALLOW,0
17996,18093,25,ALLOW,0
36609,36685,27017,DENY,1
25861,25889,9000,ALLOW,0
13298,13397,6443,DENY,1
3516,3637,443,ALLOW,1
39000,39034,110,DENY,1
2547,2749,9200,ALLOW,0
18748,18798,22,ALLOW,0
18497,18826,2379,ALLOW,1
24567,24659,2222,ALLOW,1
14061,14115,80,ALLOW,0
43806,43865,9200,DENY,1
58756,58846,22,ALLOW,0
13477,13551,22,DENY,0
37748,37778,2379,ALLOW,0
17065,17151,3306,DENY,1
14426,14471,110,DENY,1
43672,43996,6443,DENY,1
54588,54855,8443,DENY,1
54222,54360,8000,ALLOW,1
16348,16445,443,ALLOW,0
24318,24460,22,DENY,1
44925,45080,21,ALLOW,1
34621,34804,1433,DENY,1
23265,23635,8888,DENY,1
35554,35620,110,ALLOW,1
16042,16132,10250,ALLOW,0
4003,4105,22,ALLOW,1
17459,17833,10250,DENY,1
11001,11039,9000,ALLOW,0
338,429,1433,DENY,0
53825,54208,80,ALLOW,1
48708,49001,8080,ALLOW,0
37529,37560,6379,DENY,0
5730,5950,6443,DENY,1
14964,15014,21,DENY,0
26681,26751,21,ALLOW,1
20062,20187,8443,DENY,1
7394,7491,6443,DENY,1
2467,2830,9000,DENY,1
24935,25180,8080,DENY,1
5936,6134,27017,DENY,1
44316,44348,8443,ALLOW,0
43850,44026,3389,DENY,0
59208,59307,5432,ALLOW,0
25071,25109,3389,ALLOW,0
8883,9002,4443,ALLOW,0
6480,7186,8443,ALLOW,0
10644,10657,53,DENY,0
1990,2414,22,ALLOW,0
456,535,1433,ALLOW,1
55567,55912,9000,ALLOW,1
19925,19941,110,DENY,0
29879,30158,6443,ALLOW,1
27055,27523,2222,ALLOW,0
55673,55956,80,DENY,0
2618,2634,80,ALLOW,1
32653,32697,8888,ALLOW,0
33773,33970,110,DENY,0
2455,2576,21,ALLOW,0
43068,43819,9200,ALLOW,0
53905,54349,22,ALLOW,0
43899,43957,53,DENY,1
9828,10226,25,DENY,1
35435,35710,6443,DENY,0
44293,44841,9200,ALLOW,1
29953,30298,3306,DENY,1
6120,6354,110,DENY,1
28771,29110,8443,ALLOW,0
